num_date_time,answer
1_20220830 16,3795.884033203125
1_20220830 17,3210.23095703125
1_20220830 18,2746.694091796875
1_20220830 19,2648.12255859375
1_20220830 20,2311.630126953125
1_20220830 21,1912.3026123046875
1_20220830 22,1454.432373046875
1_20220830 23,1882.8648681640625
1_20220831 00,1851.71728515625
1_20220831 01,1831.580078125
1_20220831 02,1752.0867919921875
1_20220831 03,1717.4161376953125
1_20220831 04,1728.7698974609375
1_20220831 05,1784.29541015625
1_20220831 06,1880.522216796875
1_20220831 07,2238.61669921875
1_20220831 08,2665.055419921875
1_20220831 09,2934.3642578125
1_20220831 10,3752.303466796875
1_20220831 11,4024.108642578125
1_20220831 12,4216.0888671875
1_20220831 13,4188.43212890625
1_20220831 14,4215.10302734375
1_20220831 15,4121.33544921875
1_20220831 16,4086.685546875
1_20220831 17,3484.51025390625
1_20220831 18,2796.30322265625
1_20220831 19,2695.28515625
1_20220831 20,2542.29541015625
1_20220831 21,2055.864990234375
1_20220831 22,1343.5419921875
1_20220831 23,1842.3638916015625
2_20220825 00,1287.2938232421875
2_20220825 01,1286.02099609375
2_20220825 02,1279.130615234375
2_20220825 03,1270.501708984375
2_20220825 04,1239.4393310546875
2_20220825 05,1240.230224609375
2_20220825 06,1219.331787109375
2_20220825 07,1364.7803955078125
2_20220825 08,1727.764404296875
2_20220825 09,2266.1943359375
2_20220825 10,2450.876708984375
2_20220825 11,2437.83740234375
2_20220825 12,2485.26171875
2_20220825 13,2478.169921875
2_20220825 14,2458.1357421875
2_20220825 15,2241.000244140625
2_20220825 16,2440.536376953125
2_20220825 17,2448.906005859375
2_20220825 18,2473.293701171875
2_20220825 19,2288.35498046875
2_20220825 20,2087.6884765625
2_20220825 21,1824.200439453125
2_20220825 22,1162.2130126953125
2_20220825 23,1232.23486328125
2_20220826 00,1215.2784423828125
2_20220826 01,1213.637451171875
2_20220826 02,1210.887451171875
2_20220826 03,1205.15576171875
2_20220826 04,1238.179443359375
2_20220826 05,1239.0550537109375
2_20220826 06,1216.6763916015625
2_20220826 07,1335.3187255859375
2_20220826 08,1785.6395263671875
2_20220826 09,2289.023681640625
2_20220826 10,2437.252197265625
2_20220826 11,2401.20751953125
2_20220826 12,2345.179443359375
2_20220826 13,2388.440185546875
2_20220826 14,2366.768798828125
2_20220826 15,2462.80712890625
2_20220826 16,2457.447265625
2_20220826 17,2313.27490234375
2_20220826 18,2364.047607421875
2_20220826 19,2229.995361328125
2_20220826 20,2175.76171875
2_20220826 21,1866.25927734375
2_20220826 22,1149.2576904296875
2_20220826 23,1310.4127197265625
2_20220827 00,1294.6763916015625
2_20220827 01,1293.717041015625
2_20220827 02,1208.2437744140625
2_20220827 03,1212.4864501953125
2_20220827 04,1227.2322998046875
2_20220827 05,1230.9686279296875
2_20220827 06,1174.700927734375
2_20220827 07,1287.5863037109375
2_20220827 08,1468.58544921875
2_20220827 09,1924.036376953125
2_20220827 10,2033.82275390625
2_20220827 11,2030.0062255859375
2_20220827 12,2095.586669921875
2_20220827 13,2135.091064453125
2_20220827 14,2126.056640625
2_20220827 15,2208.653076171875
2_20220827 16,2210.23828125
2_20220827 17,2132.033935546875
2_20220827 18,2046.0167236328125
2_20220827 19,1891.344482421875
2_20220827 20,1598.6453857421875
2_20220827 21,1316.50048828125
2_20220827 22,841.48486328125
2_20220827 23,1200.92578125
2_20220828 00,1188.607421875
2_20220828 01,1171.8544921875
2_20220828 02,1176.2200927734375
2_20220828 03,1158.26318359375
2_20220828 04,1134.50048828125
2_20220828 05,997.01953125
2_20220828 06,981.8910522460938
2_20220828 07,1063.869873046875
2_20220828 08,1423.4755859375
2_20220828 09,1939.5284423828125
2_20220828 10,2096.382080078125
2_20220828 11,2017.181884765625
2_20220828 12,2056.412109375
2_20220828 13,2113.279052734375
2_20220828 14,2131.947021484375
2_20220828 15,2173.8408203125
2_20220828 16,2219.510986328125
2_20220828 17,2108.7294921875
2_20220828 18,2028.1322021484375
2_20220828 19,1714.7801513671875
2_20220828 20,1575.632568359375
2_20220828 21,1394.0640869140625
2_20220828 22,839.2413330078125
2_20220828 23,1290.3702392578125
2_20220829 00,1270.5867919921875
2_20220829 01,1192.2623291015625
2_20220829 02,1194.1822509765625
2_20220829 03,1187.7196044921875
2_20220829 04,1217.9439697265625
2_20220829 05,1212.7686767578125
2_20220829 06,1213.145751953125
2_20220829 07,1294.078857421875
2_20220829 08,1276.732177734375
2_20220829 09,1261.354248046875
2_20220829 10,1383.557861328125
2_20220829 11,1409.871337890625
2_20220829 12,1349.962646484375
2_20220829 13,1455.6356201171875
2_20220829 14,1390.96923828125
2_20220829 15,1493.477294921875
2_20220829 16,1390.496826171875
2_20220829 17,1317.7156982421875
2_20220829 18,1300.1015625
2_20220829 19,1263.41943359375
2_20220829 20,1225.453125
2_20220829 21,1086.202392578125
2_20220829 22,818.9951782226562
2_20220829 23,1205.8223876953125
2_20220830 00,1196.911376953125
2_20220830 01,1202.5792236328125
2_20220830 02,1208.1522216796875
2_20220830 03,1198.0855712890625
2_20220830 04,1177.4957275390625
2_20220830 05,1169.885009765625
2_20220830 06,1147.9073486328125
2_20220830 07,1223.12158203125
2_20220830 08,1497.8638916015625
2_20220830 09,1962.7442626953125
2_20220830 10,2165.00927734375
2_20220830 11,2153.646728515625
2_20220830 12,2208.39892578125
2_20220830 13,2243.796142578125
2_20220830 14,2269.08984375
2_20220830 15,2425.2607421875
2_20220830 16,2374.904052734375
2_20220830 17,2342.454345703125
2_20220830 18,2359.060302734375
2_20220830 19,2087.429443359375
2_20220830 20,1855.8414306640625
2_20220830 21,1601.1767578125
2_20220830 22,1183.062744140625
2_20220830 23,1246.721923828125
2_20220831 00,1226.1348876953125
2_20220831 01,1225.637451171875
2_20220831 02,1218.931396484375
2_20220831 03,1207.173828125
2_20220831 04,1244.3453369140625
2_20220831 05,1246.4998779296875
2_20220831 06,1228.0418701171875
2_20220831 07,1337.90283203125
2_20220831 08,1685.5921630859375
2_20220831 09,2103.087158203125
2_20220831 10,2378.96923828125
2_20220831 11,2389.224365234375
2_20220831 12,2478.606689453125
2_20220831 13,2520.9853515625
2_20220831 14,2574.3408203125
2_20220831 15,2629.1962890625
2_20220831 16,2578.880615234375
2_20220831 17,2535.62890625
2_20220831 18,2489.277587890625
2_20220831 19,2330.718017578125
2_20220831 20,2078.48095703125
2_20220831 21,1642.5833740234375
2_20220831 22,1113.7047119140625
2_20220831 23,1238.4971923828125
3_20220825 00,1015.6846313476562
3_20220825 01,1007.2822265625
3_20220825 02,972.7781982421875
3_20220825 03,890.891357421875
3_20220825 04,798.9999389648438
3_20220825 05,861.9395751953125
3_20220825 06,889.7274780273438
3_20220825 07,960.7099609375
3_20220825 08,1118.789794921875
3_20220825 09,1198.8402099609375
3_20220825 10,1454.2601318359375
3_20220825 11,1502.4632568359375
3_20220825 12,1552.84814453125
3_20220825 13,1549.4207763671875
3_20220825 14,1526.9149169921875
3_20220825 15,1582.6619873046875
3_20220825 16,1765.99755859375
3_20220825 17,1846.301513671875
3_20220825 18,2430.455078125
3_20220825 19,2550.00048828125
3_20220825 20,2494.1953125
3_20220825 21,1933.9400634765625
3_20220825 22,1164.7606201171875
3_20220825 23,937.8527221679688
3_20220826 00,889.3681640625
3_20220826 01,861.4005737304688
3_20220826 02,837.0787353515625
3_20220826 03,842.9506225585938
3_20220826 04,806.6451416015625
3_20220826 05,853.3291625976562
3_20220826 06,881.3184814453125
3_20220826 07,942.7606201171875
3_20220826 08,1059.633056640625
3_20220826 09,1231.135986328125
3_20220826 10,1468.924072265625
3_20220826 11,1586.3934326171875
3_20220826 12,1618.3392333984375
3_20220826 13,1515.1614990234375
3_20220826 14,1557.46337890625
3_20220826 15,1701.4283447265625
3_20220826 16,1988.4443359375
3_20220826 17,2096.365478515625
3_20220826 18,2599.68701171875
3_20220826 19,2607.70068359375
3_20220826 20,2593.572998046875
3_20220826 21,2219.661376953125
3_20220826 22,1490.2449951171875
3_20220826 23,1111.9718017578125
3_20220827 00,1078.158447265625
3_20220827 01,1034.428466796875
3_20220827 02,890.557861328125
3_20220827 03,854.3867797851562
3_20220827 04,813.7159423828125
3_20220827 05,795.3663940429688
3_20220827 06,777.08837890625
3_20220827 07,862.2020874023438
3_20220827 08,985.0985107421875
3_20220827 09,1033.77099609375
3_20220827 10,1006.0427856445312
3_20220827 11,1013.87841796875
3_20220827 12,1136.943603515625
3_20220827 13,1316.058349609375
3_20220827 14,1512.490234375
3_20220827 15,1748.9556884765625
3_20220827 16,1950.105712890625
3_20220827 17,2119.9228515625
3_20220827 18,2260.537109375
3_20220827 19,2342.363525390625
3_20220827 20,2248.100830078125
3_20220827 21,1474.2568359375
3_20220827 22,1129.4468994140625
3_20220827 23,916.1353149414062
3_20220828 00,860.2550048828125
3_20220828 01,862.1500244140625
3_20220828 02,881.9302978515625
3_20220828 03,855.6036376953125
3_20220828 04,835.1414794921875
3_20220828 05,765.1107177734375
3_20220828 06,795.1825561523438
3_20220828 07,887.00341796875
3_20220828 08,985.1224975585938
3_20220828 09,1011.2958984375
3_20220828 10,1028.60205078125
3_20220828 11,1068.860107421875
3_20220828 12,1106.8341064453125
3_20220828 13,1306.287353515625
3_20220828 14,1511.59326171875
3_20220828 15,1652.6292724609375
3_20220828 16,1738.2652587890625
3_20220828 17,2138.4833984375
3_20220828 18,2289.073974609375
3_20220828 19,2215.754638671875
3_20220828 20,1800.379638671875
3_20220828 21,1218.5721435546875
3_20220828 22,1134.288330078125
3_20220828 23,961.8375854492188
3_20220829 00,906.801025390625
3_20220829 01,885.4849853515625
3_20220829 02,876.9741821289062
3_20220829 03,832.0791015625
3_20220829 04,805.2017211914062
3_20220829 05,825.3834228515625
3_20220829 06,833.6436767578125
3_20220829 07,901.447998046875
3_20220829 08,995.4368286132812
3_20220829 09,1054.2213134765625
3_20220829 10,1075.390625
3_20220829 11,1112.259521484375
3_20220829 12,1113.19970703125
3_20220829 13,1132.7568359375
3_20220829 14,1109.373046875
3_20220829 15,1086.17431640625
3_20220829 16,1026.1754150390625
3_20220829 17,1034.540283203125
3_20220829 18,996.0283813476562
3_20220829 19,1070.259521484375
3_20220829 20,1039.3328857421875
3_20220829 21,1007.542236328125
3_20220829 22,948.9913940429688
3_20220829 23,829.821044921875
3_20220830 00,813.9508666992188
3_20220830 01,774.1658935546875
3_20220830 02,776.6614379882812
3_20220830 03,759.42138671875
3_20220830 04,753.4860229492188
3_20220830 05,812.29736328125
3_20220830 06,873.2028198242188
3_20220830 07,943.1043090820312
3_20220830 08,1026.027587890625
3_20220830 09,1166.8111572265625
3_20220830 10,1169.5469970703125
3_20220830 11,1169.8564453125
3_20220830 12,1263.724853515625
3_20220830 13,1398.6685791015625
3_20220830 14,1464.0565185546875
3_20220830 15,1619.9915771484375
3_20220830 16,1592.584228515625
3_20220830 17,1586.435302734375
3_20220830 18,1581.4112548828125
3_20220830 19,1519.4979248046875
3_20220830 20,1540.711669921875
3_20220830 21,1587.634765625
3_20220830 22,1083.5831298828125
3_20220830 23,942.5736694335938
3_20220831 00,911.1571655273438
3_20220831 01,858.4221801757812
3_20220831 02,852.595458984375
3_20220831 03,817.3738403320312
3_20220831 04,795.9977416992188
3_20220831 05,829.8071899414062
3_20220831 06,875.6676025390625
3_20220831 07,947.9207763671875
3_20220831 08,1041.0670166015625
3_20220831 09,1162.3702392578125
3_20220831 10,1216.0240478515625
3_20220831 11,1267.4747314453125
3_20220831 12,1383.79443359375
3_20220831 13,1489.2623291015625
3_20220831 14,1699.4093017578125
3_20220831 15,1848.05908203125
3_20220831 16,1925.0194091796875
3_20220831 17,2228.209228515625
3_20220831 18,2669.283447265625
3_20220831 19,2703.84033203125
3_20220831 20,2521.4609375
3_20220831 21,1878.2550048828125
3_20220831 22,1136.4891357421875
3_20220831 23,932.1687622070312
4_20220825 00,710.6063232421875
4_20220825 01,708.3201904296875
4_20220825 02,712.00634765625
4_20220825 03,711.8185424804688
4_20220825 04,711.8885498046875
4_20220825 05,711.2246704101562
4_20220825 06,790.0325927734375
4_20220825 07,913.2369384765625
4_20220825 08,1112.1995849609375
4_20220825 09,1255.461181640625
4_20220825 10,1423.1070556640625
4_20220825 11,1441.93994140625
4_20220825 12,1450.9017333984375
4_20220825 13,1407.7427978515625
4_20220825 14,1362.0865478515625
4_20220825 15,1308.8897705078125
4_20220825 16,1303.219482421875
4_20220825 17,1233.5521240234375
4_20220825 18,1077.9488525390625
4_20220825 19,931.7420043945312
4_20220825 20,851.3598022460938
4_20220825 21,784.0548095703125
4_20220825 22,772.3739624023438
4_20220825 23,729.0717163085938
4_20220826 00,713.4215698242188
4_20220826 01,703.4634399414062
4_20220826 02,709.377685546875
4_20220826 03,707.4281005859375
4_20220826 04,705.8681030273438
4_20220826 05,710.608154296875
4_20220826 06,793.2954711914062
4_20220826 07,877.7718505859375
4_20220826 08,1074.64794921875
4_20220826 09,1285.7054443359375
4_20220826 10,1427.8277587890625
4_20220826 11,1459.063720703125
4_20220826 12,1432.4957275390625
4_20220826 13,1428.7857666015625
4_20220826 14,1384.4656982421875
4_20220826 15,1384.1702880859375
4_20220826 16,1341.1678466796875
4_20220826 17,1250.4415283203125
4_20220826 18,1096.61865234375
4_20220826 19,933.1565551757812
4_20220826 20,856.6179809570312
4_20220826 21,790.475830078125
4_20220826 22,778.24365234375
4_20220826 23,736.7513427734375
4_20220827 00,719.5361938476562
4_20220827 01,703.5707397460938
4_20220827 02,702.5707397460938
4_20220827 03,697.4286499023438
4_20220827 04,701.5875854492188
4_20220827 05,701.3004760742188
4_20220827 06,780.0635375976562
4_20220827 07,879.2197265625
4_20220827 08,1048.2476806640625
4_20220827 09,1200.9376220703125
4_20220827 10,1347.2637939453125
4_20220827 11,1339.4593505859375
4_20220827 12,1349.29443359375
4_20220827 13,1345.76806640625
4_20220827 14,1327.415771484375
4_20220827 15,1323.38330078125
4_20220827 16,1277.3094482421875
4_20220827 17,1205.2437744140625
4_20220827 18,1038.3643798828125
4_20220827 19,877.1734008789062
4_20220827 20,827.8922119140625
4_20220827 21,774.8403930664062
4_20220827 22,763.7770385742188
4_20220827 23,724.5458374023438
4_20220828 00,705.8373413085938
4_20220828 01,696.161865234375
4_20220828 02,700.3139038085938
4_20220828 03,684.3761596679688
4_20220828 04,681.71533203125
4_20220828 05,681.5512084960938
4_20220828 06,772.0935668945312
4_20220828 07,877.0374145507812
4_20220828 08,1049.6290283203125
4_20220828 09,1201.6351318359375
4_20220828 10,1369.0338134765625
4_20220828 11,1386.1026611328125
4_20220828 12,1402.4947509765625
4_20220828 13,1392.5994873046875
4_20220828 14,1360.734130859375
4_20220828 15,1356.59326171875
4_20220828 16,1321.855224609375
4_20220828 17,1249.5445556640625
4_20220828 18,1073.9541015625
4_20220828 19,921.345947265625
4_20220828 20,835.6484375
4_20220828 21,778.2991943359375
4_20220828 22,766.1728515625
4_20220828 23,726.4213256835938
4_20220829 00,707.8331298828125
4_20220829 01,708.1011962890625
4_20220829 02,721.0352783203125
4_20220829 03,714.680419921875
4_20220829 04,716.8397827148438
4_20220829 05,721.3231201171875
4_20220829 06,784.4864501953125
4_20220829 07,881.6580200195312
4_20220829 08,1053.5296630859375
4_20220829 09,1201.37841796875
4_20220829 10,1345.5394287109375
4_20220829 11,1349.18310546875
4_20220829 12,1342.1484375
4_20220829 13,1379.5875244140625
4_20220829 14,1349.326416015625
4_20220829 15,1367.5479736328125
4_20220829 16,1313.8350830078125
4_20220829 17,1194.1357421875
4_20220829 18,1045.785888671875
4_20220829 19,921.923095703125
4_20220829 20,856.6879272460938
4_20220829 21,799.6749877929688
4_20220829 22,760.1752319335938
4_20220829 23,706.5066528320312
4_20220830 00,701.064208984375
4_20220830 01,704.202880859375
4_20220830 02,721.1328125
4_20220830 03,741.24169921875
4_20220830 04,752.0234375
4_20220830 05,756.205810546875
4_20220830 06,812.9142456054688
4_20220830 07,905.78759765625
4_20220830 08,1053.727783203125
4_20220830 09,1212.6961669921875
4_20220830 10,1350.7666015625
4_20220830 11,1344.0687255859375
4_20220830 12,1354.834228515625
4_20220830 13,1348.6331787109375
4_20220830 14,1321.45458984375
4_20220830 15,1327.3741455078125
4_20220830 16,1299.1595458984375
4_20220830 17,1202.302001953125
4_20220830 18,1053.774658203125
4_20220830 19,930.7841796875
4_20220830 20,883.790283203125
4_20220830 21,826.6649780273438
4_20220830 22,784.3462524414062
4_20220830 23,733.4934692382812
4_20220831 00,720.0394897460938
4_20220831 01,716.5421752929688
4_20220831 02,731.741455078125
4_20220831 03,729.9129638671875
4_20220831 04,737.113525390625
4_20220831 05,746.5972900390625
4_20220831 06,792.654541015625
4_20220831 07,881.0078735351562
4_20220831 08,1055.538818359375
4_20220831 09,1202.93896484375
4_20220831 10,1394.3009033203125
4_20220831 11,1435.9969482421875
4_20220831 12,1435.6229248046875
4_20220831 13,1424.3665771484375
4_20220831 14,1388.9859619140625
4_20220831 15,1386.8662109375
4_20220831 16,1356.6400146484375
4_20220831 17,1277.6510009765625
4_20220831 18,1124.906982421875
4_20220831 19,977.7767333984375
4_20220831 20,884.904296875
4_20220831 21,811.6432495117188
4_20220831 22,775.8252563476562
4_20220831 23,732.8997802734375
5_20220825 00,1857.2757568359375
5_20220825 01,1854.7694091796875
5_20220825 02,1859.5489501953125
5_20220825 03,1873.3094482421875
5_20220825 04,1873.7923583984375
5_20220825 05,1944.1981201171875
5_20220825 06,2016.70166015625
5_20220825 07,2170.78369140625
5_20220825 08,2791.407958984375
5_20220825 09,3638.976318359375
5_20220825 10,3768.8974609375
5_20220825 11,3499.935791015625
5_20220825 12,3527.764892578125
5_20220825 13,3768.516357421875
5_20220825 14,3688.654296875
5_20220825 15,2654.840576171875
5_20220825 16,2902.43798828125
5_20220825 17,2657.494140625
5_20220825 18,2096.8466796875
5_20220825 19,1972.4130859375
5_20220825 20,1882.98046875
5_20220825 21,1735.526123046875
5_20220825 22,1625.416259765625
5_20220825 23,1607.54052734375
5_20220826 00,1896.0648193359375
5_20220826 01,1897.7205810546875
5_20220826 02,1857.595703125
5_20220826 03,1847.746826171875
5_20220826 04,1867.9124755859375
5_20220826 05,1926.8572998046875
5_20220826 06,1963.9130859375
5_20220826 07,2056.4892578125
5_20220826 08,2943.422119140625
5_20220826 09,4758.58935546875
5_20220826 10,4864.4072265625
5_20220826 11,5784.6220703125
5_20220826 12,6216.56787109375
5_20220826 13,6270.92724609375
5_20220826 14,5577.15234375
5_20220826 15,5700.04443359375
5_20220826 16,5688.654296875
5_20220826 17,5668.86279296875
5_20220826 18,5481.63427734375
5_20220826 19,5097.09765625
5_20220826 20,5262.85302734375
5_20220826 21,2715.376953125
5_20220826 22,1839.931884765625
5_20220826 23,1676.093994140625
5_20220827 00,1972.2979736328125
5_20220827 01,1958.6363525390625
5_20220827 02,1916.393798828125
5_20220827 03,1884.52099609375
5_20220827 04,1871.372314453125
5_20220827 05,1916.13427734375
5_20220827 06,1920.7255859375
5_20220827 07,2030.232177734375
5_20220827 08,3025.778564453125
5_20220827 09,3462.828857421875
5_20220827 10,4053.341552734375
5_20220827 11,5487.310546875
5_20220827 12,5876.71484375
5_20220827 13,5877.9443359375
5_20220827 14,5946.501953125
5_20220827 15,5948.15283203125
5_20220827 16,5938.19677734375
5_20220827 17,5929.76611328125
5_20220827 18,5458.259765625
5_20220827 19,5112.3974609375
5_20220827 20,5156.96337890625
5_20220827 21,2955.091064453125
5_20220827 22,1668.6483154296875
5_20220827 23,1562.7490234375
5_20220828 00,1585.9769287109375
5_20220828 01,1584.215576171875
5_20220828 02,1647.0888671875
5_20220828 03,1647.27734375
5_20220828 04,1650.46484375
5_20220828 05,1775.93896484375
5_20220828 06,1912.0709228515625
5_20220828 07,2158.21337890625
5_20220828 08,4698.14599609375
5_20220828 09,5697.09521484375
5_20220828 10,5679.51123046875
5_20220828 11,6172.5712890625
5_20220828 12,6252.154296875
5_20220828 13,6369.3603515625
5_20220828 14,6332.15478515625
5_20220828 15,6420.9384765625
5_20220828 16,6414.2822265625
5_20220828 17,6280.89794921875
5_20220828 18,3263.5546875
5_20220828 19,2093.669921875
5_20220828 20,1916.2935791015625
5_20220828 21,1652.157470703125
5_20220828 22,1545.079345703125
5_20220828 23,1523.4144287109375
5_20220829 00,1731.6005859375
5_20220829 01,1720.2574462890625
5_20220829 02,1739.8975830078125
5_20220829 03,1703.09521484375
5_20220829 04,1703.529296875
5_20220829 05,1735.58154296875
5_20220829 06,1769.9722900390625
5_20220829 07,1789.1416015625
5_20220829 08,1796.58984375
5_20220829 09,1788.7392578125
5_20220829 10,1792.9453125
5_20220829 11,1798.0924072265625
5_20220829 12,1795.266357421875
5_20220829 13,1836.6873779296875
5_20220829 14,1698.1138916015625
5_20220829 15,1703.79443359375
5_20220829 16,1672.3021240234375
5_20220829 17,1792.983154296875
5_20220829 18,1710.10009765625
5_20220829 19,1690.8843994140625
5_20220829 20,1649.620361328125
5_20220829 21,1651.271240234375
5_20220829 22,1608.228515625
5_20220829 23,1592.641845703125
5_20220830 00,1832.0762939453125
5_20220830 01,1833.576904296875
5_20220830 02,1842.9471435546875
5_20220830 03,1809.7587890625
5_20220830 04,1818.277587890625
5_20220830 05,1800.459716796875
5_20220830 06,1753.58642578125
5_20220830 07,1833.0438232421875
5_20220830 08,1980.950439453125
5_20220830 09,1985.551513671875
5_20220830 10,2028.5758056640625
5_20220830 11,1940.8759765625
5_20220830 12,2001.3330078125
5_20220830 13,2032.7926025390625
5_20220830 14,1888.428466796875
5_20220830 15,1948.7596435546875
5_20220830 16,1890.27294921875
5_20220830 17,1964.7913818359375
5_20220830 18,1915.5533447265625
5_20220830 19,1876.797119140625
5_20220830 20,1838.192626953125
5_20220830 21,1733.504150390625
5_20220830 22,1634.5875244140625
5_20220830 23,1611.2254638671875
5_20220831 00,1840.2940673828125
5_20220831 01,1845.1400146484375
5_20220831 02,1839.2398681640625
5_20220831 03,1830.44482421875
5_20220831 04,1844.6962890625
5_20220831 05,1904.7159423828125
5_20220831 06,1948.9893798828125
5_20220831 07,2041.8026123046875
5_20220831 08,2392.399658203125
5_20220831 09,2761.717529296875
5_20220831 10,2697.646484375
5_20220831 11,2831.609619140625
5_20220831 12,2904.359130859375
5_20220831 13,3124.50146484375
5_20220831 14,2586.10791015625
5_20220831 15,2522.1865234375
5_20220831 16,2521.854248046875
5_20220831 17,2571.86181640625
5_20220831 18,2121.941650390625
5_20220831 19,1944.22412109375
5_20220831 20,1838.136962890625
5_20220831 21,1732.4434814453125
5_20220831 22,1624.90771484375
5_20220831 23,1610.8262939453125
6_20220825 00,1261.8099365234375
6_20220825 01,1057.877197265625
6_20220825 02,1035.333251953125
6_20220825 03,1025.92041015625
6_20220825 04,1007.5313720703125
6_20220825 05,1068.1737060546875
6_20220825 06,1244.727783203125
6_20220825 07,1556.233642578125
6_20220825 08,1793.9591064453125
6_20220825 09,2371.65087890625
6_20220825 10,2871.774169921875
6_20220825 11,2905.57275390625
6_20220825 12,2906.250732421875
6_20220825 13,2906.385986328125
6_20220825 14,2875.40966796875
6_20220825 15,2827.252685546875
6_20220825 16,2803.826171875
6_20220825 17,2801.47265625
6_20220825 18,2462.657470703125
6_20220825 19,2225.594970703125
6_20220825 20,2002.074951171875
6_20220825 21,1814.8975830078125
6_20220825 22,1666.1737060546875
6_20220825 23,1509.13818359375
6_20220826 00,1256.15869140625
6_20220826 01,1035.33447265625
6_20220826 02,991.46142578125
